Time, trainValue,c_shift7~ConsumptionReferenceConfiguration~7~0~1.0~false,dayCos~DayCosFactorReferenceConfiguration~0~0~1.0~false,daySin~DaySinFactorReferenceConfiguration~0~0~1.0~false,temp_shift_7~ApparentTemReferenceConfiguration~7~0~1.0~false~telaviv,temperature~ApparentTemReferenceConfiguration~0~0~1.0~false~telaviv,weekCos~WeekCosFactorReferenceConfiguration~0~0~1.0~false,weekSin~WeekSinFactorReferenceConfiguration~0~0~1.0~false,yearCos~YearCosFactorReferenceConfiguration~0~0~1.0~false,yearSin~YearSinFactorReferenceConfiguration~0~0~1.0~false
2024-12-29T23:30+02:00[Asia/Jerusalem],4512128.333,4267308.333,0.793353340290991,-0.608761429009039,12.0062501430511,11.1562500596046,-0.937542458544019,-0.347870864585173,0.979106288676761,0.203349146724591
2024-12-30T00:00+02:00[Asia/Jerusalem],4245492.5,3949205,0.866025403786557,-0.499999999996332,11.1875000596046,11.1874998807907,-0.930873748643983,-0.365341024366958,0.979033298752645,0.203700269841534
2024-12-30T00:30+02:00[Asia/Jerusalem],3989802.5,3778077.5,0.923879532509114,-0.382683432370336,10.8062497973442,11.1062503457069,-0.923879532512194,-0.3826834323629,0.9789601829102,0.204051366759518
2024-12-30T01:00+02:00[Asia/Jerusalem],3834549.167,3637530.833,0.965925826288799,-0.258819045103527,10.5500001311302,11.1562501192093,-0.916562255870659,-0.399892024318175,0.978886941158807,0.204402437433496
2024-12-30T01:30+02:00[Asia/Jerusalem],3702750.833,3598625,0.99144486137238,-0.130526192230915,10.3999996781349,11.3000001311302,-0.908924477412647,-0.416960782760378,0.978813573507908,0.204753481818205
2024-12-30T02:00+02:00[Asia/Jerusalem],3629711.667,3537311.667,1,-6.31966524E-12,10.2562499642372,11.2874997854233,-0.900968867902585,-0.433883739117213,0.978740079966918,0.205104499868607
2024-12-30T02:30+02:00[Asia/Jerusalem],3591208.333,3408429.167,0.991444861375929,0.130526192203956,10.1500000953674,11,-0.892698209245125,-0.450654975796947,0.97866646054531,0.205455491539443
2024-12-30T03:00+02:00[Asia/Jerusalem],3599840.833,3343582.5,0.96592582629207,0.258819045091318,10.0500001907349,10.75,-0.88411539350587,-0.467268628270678,0.978592715252532,0.205806456785682
2024-12-30T03:30+02:00[Asia/Jerusalem],3592655,3283555.833,0.923879532508382,0.382683432372103,9.94999980926514,10.5500001311302,-0.875223421907978,-0.483718887106644,0.978518844098078,0.20615739556213
2024-12-30T04:00+02:00[Asia/Jerusalem],3628460,3282361.667,0.8660254037856,0.499999999997988,9.89374965429306,10.3999996781349,-0.866025403783305,-0.500000000001963,0.978444847091451,0.206508307823649
